
"TA2ID;English;Latin;Français;Español;Portugues;Italiano;Parsi"
"2051;Inferior oblique muscle;Musculus obliquus inferior bulbi oculi;Muscle oblique inférieur de l'œil;Músculo oblicuo inferior del bulbo ocular;Músculo oblíquo inferior;Muscolo obliquo inferiore del bulbo oculare;ماهیچه اریب پایینی"
"2052;Levator palpebrae superioris;Levator palpebrae superioris;Muscle élévateur de la paupière supérieure;Elevador del párpado superior;Levantador da palpebra superior;Elevatore della palpebra superiore;ماهیچه بالابرنده پلک بالا"
"2053;Superficial muscles of head;Musculi superficiales capitis;Muscles superficiels de la tête;Músculos superficiales de la cabeza;Músculos superficiais da cabeça;Muscoli superficiali della testa;ماهیچه های پوسته ای سر"
"2054;Epicranius muscle;Musculus epicranius;Muscle épicrânien;Músculo epicraneal;Músculo epicrânio;Muscolo epicranico;ماهیچه رو کاسه سری"
"2055;Occipitofrontalis muscle;Musculus occipitofrontalis;Muscle occipitofrontal;Músculo occipitofrontal;Músculo occipitofrontal;Muscolo occipitofrontale;مایچه پیشانی- پس سری"
"2056;Frontalis muscle;Musculus frontalis;Muscle frontal;Músculo frontal;Músculo frontal;Ventre frontale;ماهیچه پیشانی"
"2057;Occipitalis muscle;Musculus occipitalis;Muscle occipital;Músculo occipital;Músculo occipital;Ventre occipitale;ماهیچه پس سری"
"2058;Temporoparietalis muscle;Musculus temporoparietalis;Muscle temporopariétal;Músculo temporoparietal;Músculo temporoparietal;Muscolo temporoparietale;ماهیچه گیجگاهی- آهیانه ای"
"2059;Epicranial aponeurosis;Galea aponeurotica;Aponévrose épicrânienne;Aponeurosis epicraneal;Aponeurose epicraniana;Aponeurosi epicranica;نیام روی کاسه سری"
"2060;Facial muscles;Musculi faciales;Muscles faciaux;Músculos faciales;Músculos faciais;Muscoli facciali;ماهیچه های چهره"
"2061;Procerus muscle;Musculus procerus;Muscle procérus;Músculo prócero;Músculo prócero;Muscolo procero;ماهیچه اخم"
"2062;Nasalis muscle;Musculus nasalis;Muscle nasal;Músculo nasal;Músculo nasal;Muscolo nasale;ماهیچه بینی"
"2063;Transverse part of nasalis;Pars transversa musculi nasalis;Partie transverse du muscle nasal;Porción transversa del múculo nasal;Parte transversal do músculo nasal;Parte trasversale del muscolo nasale;بخش پودی ماهیچه بینی"
"2064;Alar part of nasalis muscle;Pars alaris musculi nasalis;Partie alaire du muscle nasal;Porción alar del músculo nasal;Parte alar do músculo nasal;Parte alare del muscolo nasale;بخش پره ای ماهیچه بینی"
"2065;Depressor septi nasi;Depressor septi nasi;Muscle abaisseur du septum nasal;Depresor del septo nasal;Depressor do septo nasal;Muscolo depressore del setto nasale;ماهیچه پایین آورنده تیغه بینی"
"2066;Orbicularis oculi muscle;Musculus orbicularis oculi;Muscle orbiculaire de l'œil;Músculo orbicular de los ojos;Músculo orbicular dos olhos;Muscolo orbicolare dell'occhio;ماهیچه گرد چشمی"
"2067;Palpebral part of orbicularis oculi;Pars palpebralis musculi orbicularis oculi;Partie palpébrale du muscle orbiculaire de l'oeil;Parte palpebral del múculo orbicular del ojo;Parte palpebral do músculo orbicular dos olhos;Porzione palpebrale dell'orbicolare dell'occhio;بخش پلکی ماهیچه گرد چشمی"
"2068;Ciliary bundle of orbicularis oculi;Fasciculus ciliaris musculi orbicularis oculi;Faisceau ciliaire du muscle orbiculaire de l'oeil;Fascículo ciliar del músculo orbicular del ojo;Fascículo ciliar do músculo orbicular do olho;Fascicolo ciliare del muscolo orbicolare dell'occhio;دسته مژگانی ماهیچه گرد چشمی"
"2069;Deep palpebral part of orbicularis oculi muscle;Pars palpebralis profunda musculi orbicularis oculi;Partie palpébrale profonde du muscle orbiculaire de l'oeil;Porción palpebral profunda del músculo orbicular del ojo;Parte palpebral profunda do músculo orbicular do olho;Porzione palpebrale profonda;بخش ژرف پلکی ماهیچه گرد چشمی"
"2070;Orbital part of orbicularis oculi;Pars orbitalis musculi orbicularis oculi;Partie orbitaire du muscle orbiculaire de l'oeil;Porción orbitaria del músculo orbicular del ojo;Parte orbital do músculo orbicular do olho;Parte orbitaria del muscolo orbicolare dell'occhio;بخش کاسه چشمی ماهیچه گرد چشمی"
"2071;Corrugator supercilii;Musculus corrugator supercilii;Muscle corrugateur du sourcil;Músculo corrugador del supercilio;Músculo corrugador do supercílio;Muscolo corrugatore del sopraccilio;ماهیچه چین انداز بالای ابرویی"
"2072;Depressor supercilii;Depressor supercilii;Muscle abaisseur du sourcil;Depresor del supercilio;Depressor do supercílio;Muscolo depressore del sopraccilio;ماهیچه پایین آورنده بالای ابرو"
"2073;Orbicularis oris muscle;Musculus orbicularis oris;Muscle orbiculaire de la bouche;Músculo orbicular de la boca;Músculo orbicular da boca;Muscolo orbicolare della bocca;ماهیچه گرد دهانی"
"2074;Marginal part of orbicularis oris muscle;Pars marginalis musculi orbicularis oris;Partie marginale du muscle orbiculaire de la bouche;Porción marginal del músculo orbicular de la boca;Parte marginal do músculo orbicular da boca;Porzione marginale del muscolo orbicolare della bocca;بخش کناری ماهیچه گرد دهانی"
"2075;Labial part of orbicularis oris muscle;Pars labialis musculi orbicularis oris;Partie labiale du muscle orbiculaire de la bouche;Porción labial del músculo orbicular de la boca;Parte labial do músculo orbicular da boca;Porzione labiale del muscolo orbicolare dell'oris;بخش لبی ماهیچه گرد دهانی"
"2076;Depressor anguli oris;Depressor anguli oris;Muscle abaisseur de l'angle de la bouche;Depresor del ángulo oral;Depressor do ângulo da boca;Muscolo depressore dell'angolo della bocca;ماهیچه پایین آورنده گوشه دهان"
"2077;Transversus menti muscle;Musculus transversus menti;Muscle transverse du menton;Músculo transverso del mentón;Músculo transverso do mento;Muscolo trasverso del mento;ماهیچه پودی چانه"
"2078;Risorius muscle;Musculus risorius;Muscle risorius;Músculo risorio;Músculo risório;Muscolo risorio;ماهیچه خنده"
"2079;Zygomaticus major muscle;Musculus zygomaticus major;Muscle grand zygomatique;Músculo cigomático mayor;Músculo zigomático maior;Muscolo grande zigomatico;ماهیچه گونه ای بزرگ"
"2080;Zygomaticus minor muscle;Musculus zygomaticus minor;Muscle petit zygomatique;Músculo cigomático menor;Músculo zigomático menor;Muscolo piccolo zigomatico;ماهیچه گونه ای کوچک"
"2081;Levator labii superioris;Levator labii superioris;Muscle élévateur de la lèvre supérieure;Elevador del labio superior;Levantador do lábio superior;Muscolo elevatore del labbro superiore;ماهیچه بالابرنده لب بالا"
"2082;Levator nasolabialis;Levator nasolabialis;Musclé élévateur nasolabial;Elevador nasolabial;Levantador nasolabial;Muscolo elevatore nasolabiale;ماهیچه بالابرنده بینی -لبی"
"2083;Depressor labii inferioris;Depressor labii inferioris;Muscle abaisseur de la lèvre inférieure;Depresor del labio inferior;Depressor do lábio inferior;Muscolo depressore del labbro inferiore;ماهیچه پایین آورنده لب پایین"
"2084;Levator anguli oris;Levator anguli oris;Muscle élévateur de l'angle de la bouche;Elevador del angulo de la boca;Levantador do ângulo da boca;Muscolo elevatore dell'angolo della bocca;ماهیچه بالابرنده گوشه دهان"
"2085;Modiolus of angulus oris;Modiolus anguli oris;Modiolus de l'angle de la bouche;Modiolo del ángulo de la boca;Modíolo do ângulo da boca;Modiolo dell'angolo della bocca;توپی گوشه دهان"
"2086;Bucinator;Bucinator;Muscle buccinateur;Buccinador;Bucinador;Buccinatore;ماهیچه دمنده شیپوری"
"2087;Mentalis muscle;Musculus mentalis;Muscle mentonnier;Músculo mental;Músculo mentual;Muscolo mentale;ماهیچه چانه ای"
"2088;Extrinsic auricular muscles;Musculi auriculares externi;Muscles auriculaires extrinsèques;Músculos auriculares extrínsecos;Músculos auriculares extrínsecos;Muscoli auricolari estrinseci;ماهیچه های برون لاله گوشی"
"2089;Auricularis anterior muscle;Musculus auricularis anterior;Muscle auriculaire antérieur;Músculo auricular anterior;Músculo auricular anterior;Muscolo auricolare anteriore;ماهیچه لاله گوشی پیشی"
"2090;Auricularis superior muscle;Musculus auricularis superior;Muscle auriculaire supérieur;Músculo auricular superior;Músculo auricular superior;Muscolo auricolare superiore;ماهیچه لاله گوشی بالایی"
"2091;Auricularis posterior muscle;Musculus auricularis posterior;Muscle auriculaire postérieur;Músculo auricular posterior;Músculo auricular posterior;Muscolo auricolare posteriore;ماهیچه لاله گوشی پسی"
"2092;Intrinsic auricular muscles;Musculi auriculares interni;Muscles auriculaires intrinsèques;Músculos auriculares intrínsecos;Músculos auriculares intrínsecos;Muscoli auricolari intrinseci;ماهیچه های لاله گوشی درونی"
"2093;Helicis major muscle;Musculus major helicis;Grand muscle de l'hélix;Músculo mayor del hélix;Músculo principal da hélice;Muscolo grande dell'elice;ماهیچه مارپیچی بزرگ"
"2094;Helicis minor muscle;Musculus minor helicis;Petit muscle de l'hélix;Músculo menor del hélix;Músculo menor de helicis;Muscolo piccolo dell'elice;ماهیچه مارپیچی کوچک"
"2095;Tragicus muscle;Musculus tragicus;Muscle du tragus;Músculo del trago;Músculo trágico;Muscolo tragico;ماهیچه زبانه گوش"
"2096;(Muscle of terminal notch);(Musculus incisurae terminalis);(Muscle de l'incisure terminale);(Músculo de la incisura terminal);(Músculo da incisura terminal);Muscolo della Incisura terminale;ماهیچه بریدگی پایانی"
"2097;Pyramidal muscle of auricle;Musculus pyramidalis auriculae;Muscle pyramidal de l'auricule;Músculo piramidal de la oreja;Músculo piramidal da orelha;Muscolo piramidale del padiglione auricolare;ماهیچه دیماسه ای لاله گوش"
"2098;Antitragicus muscle;Musculus antitragicus;Muscle de l'antitragus;Músculo del antitrago;Músculo antitrágico;Muscolo antitragico;ماهیچه پاد زبانه گوش"
"2099;Transverse muscle of auricle;Musculus transversus auriculae;Muscle transverse de l'auricule;Músculo transverso de la oreja;Músculo transverso da orelha;Muscolo trasverso del padiglione auricolare;ماهیچه پودی لاله گوش"
"2100;Oblique muscle of auricle;Musculus obliquus auriculae;Muscle oblique de l'auricule;Músculo oblicuo de la oreja;Músculo oblíquo da orelha;Muscolo obliquo del padiglione auricolare;ماهیچه اریب لاله گوش"
"2101;Muscles of auditory ossicles;Musculi ossiculorum auditus;Muscles des osselets de l'ouïe;Músculos de los osículos auditivos;Músculos dos ossículos auditivos;Muscoli degli ossicini uditivi;ماهیچه های استونچه های شنوایی"
"2102;Tensor tympani;Tensor tympani;Tenseur du tympan;Tensor del tímpano;Tensor do tímpano;Muscolo tensore del timpano;کشنده پرده شنوایی"
"2103;Stapedius muscle;Musculus stapedius;Muscle stapédien;Músculo estapedio;Músculo estapédio;Muscolo stapedio;ماهیچه رکابی"
"2104;Masticatory muscles;Musculi masticatorii;Muscles masticateurs;Músculos masticatorios;Músculos mastigatórios;Muscoli masticatori;ماهیچه های جونده"
"2105;Masseter;Masseter;Muscle masséter;Masétero;Masseter;Massetere;ماهیچه جونده"
"2106;Superficial part of masseter;Pars superficialis masseteris;Partie superficielle du muscle masséter;Porción superficial del masétero;Parte superficial do masseter;Parte superficiale del massetere;بخش پوسته ای ماهیچه جونده"
"2107;Deep part of masseter;Pars profunda masseteris;Partie profonde du muscle masséter;Porción profunda del masétero;Parte profunda do masseter;Parte profonda del massetere;بخش ژرفی ماهیچه جونده"
"2108;Temporalis muscle;Musculus temporalis;Muscle temporal;Músculo temporal;Músculo temporal;Muscolo temporale;ماهیچه گیجگاهی"
"2109;Lateral pterygoid muscle;Musculus pterygoideus lateralis;Muscle ptérygoïdien latéral;Músculo pterigoideo lateral;Músculo pterigóideo lateral;Muscolo pterigoideo laterale;ماهیچه ناخنی بیرونی"
"2110;Superior head of lateral pterygoid muscle;Caput superius musculi pterygoidei lateralis;Chef supérieur du muscle ptérygoïdien latéral;Cabeza superior del músculo pterigoideo lateral;Cabeça superior do músculo pterigóideo lateral;Capo superiore del muscolo pterigoideo laterale;سربالایی پوسته ای ماهیچه ناخنی بیرونی"
"2111;Inferior head of lateral pterygoid muscle;Caput inferius musculi pterygoidei lateralis;Chef inférieur du muscle ptérygoïdien latéral;Cabeza inferior del músculo pterigoideo lateral;Cabeça inferior do músculo pterigóideo lateral;Capo inferiore del muscolo pterigoideo laterale;سر پایینی ماهیچه ناخنی بیرونی"
"2112;(Pterygoideus proprius muscle);(Musculus pterygoideus proprius);(Muscle ptérygoïdien propre);(Músculo pterigoideo propio);(Músculo pterigóideo próprio);Muscolo pterigoideo proprio;ماهیچه ناخنی ویژه"
"2113;Medial pterygoid muscle;Musculus pterygoideus medialis;Muscle ptérygoïdien médial;Músculo pterigoideo medial;Músculo pterigóideo medial;Muscolo pterigoideo mediale;ماهیچه ناخنی درونی"
"2114;Deep head of medial pterygoid muscle;Caput profundum musculi pterygoidei medialis;Chef profond du muscle ptérygoïdien médial;Cabeza profunda del músculo pterigoideo medial;Cabeça profunda do músculo pterigóideo medial;Capo profondo del muscolo pterigoideo mediale;سر ژرف ماهیچه ناخنی درونی"
"2115;Superficial head of medial pterygoid muscle;Caput superficiale musculi pterygoidei medialis;Chef superficiel du muscle ptérygoïdien médial;Cabeza superficial del músculo pterigoideo medial;Cabeça superficial do músculo pterigóideo medial;Capo superficiale del muscolo pterigoideo mediale;سر پوسته ای ماهیچه ناخنی درونی"
"2116;Muscles of tongue;Musculi linguae;Muscles de la langue;Músculos de la lengua;Músculos da língua;Muscoli della lingua;ماهیچه های زبان"
"2117;Genioglossus muscle;Musculus genioglossus;Muscle génioglosse;Músculo geniogloso;Músculo genioglosso;Muscolo genioglosso;ماهیچه چانه ای-زبانی"
"2118;Hyoglossus muscle;Musculus hyoglossus;Muscle hyoglosse;Músculo hiogloso;Músculo hioglosso;Muscolo ioglosso;ماهیچه لامی- زبانی"
"2119;Chondroglossus muscle;Musculus chondroglossus;Muscle chondroglosse;Músculo condrogloso;Músculo condroglosso;Muscolo condroglosso;ماهیچه کرتویی-زبانی"
"2120;Ceratoglossus muscle;Musculus ceratoglossus;Muscle cératoglosse;Músculo ceratogloso;Músculo ceratoglosso;Muscolo ceratoglosso;ماهیچه شاخی-زبانی"
"2121;Styloglossus muscle;Musculus styloglossus;Muscle styloglosse;Músculo estilogloso;Músculo estiloglosso;Muscolo stiloglosso;ماهیچه نیزه ای -زبانی"
"2122;Superior longitudinal lingual muscle;Musculus longitudinalis superior linguae;Muscle longitudinal supérieur de la langue;Músculo longitudinal superior de la lengua;Músculo lingual longitudinal superior;Muscolo linguale longitudinale superiore;ماهیچه تاری بالایی زبام"
"2123;Inferior longitudinal lingual muscle;Musculus longitudinalis inferior linguae;Muscle longitudinal inférieur de la langue;Músculo longitudinal inferior de la lengua;Músculo lingual longitudinal inferior;Muscolo linguale longitudinale inferiore;ماهیچه تاری پایینی زبان"
"2124;Transversus linguae muscle;Musculus transversus linguae;Muscle transverse de la langue;Músculo transverso de la lengua;Músculo transverso da língua;Muscolo trasverso della lingua;ماهیچه پودی زبان"
"2125;Verticalis linguae muscle;Musculus verticalis linguae;Muscle vertical de la langue;Músculo vertical de la lengua;Músculo vertical da lingua;Muscolo verticale della lingua;ماهیچه ستونی زبان"
"2126;Muscles of soft palate (part of muscular system);Musculi palati mollis (part of muscular system);Muscles du palais mou (système musculaire);Músculos del paladar blando (parte del sistema esqueletico);Músculos do palato mole (parte do sistema muscular);Muscoli del palato molle (parte del sistema muscolare);ماهیچه های کام نرم( بخش دستگاه ماهیچه ای)"
"2127;Palatine aponeurosis;Aponeurosis palatina;Aponévrose palatine;Aponeurosis palatina;Aponeurose palatina;Aponeurosi palatina ;نیام کامی"
"2128;Levator veli palatini;Levator veli palatini;Élévateur du voile du palais;Elevador del velo palatino;Levantador do véu palatino;Muscolo elevatore del velo palatino;ماهیچه بالابرنده کام نرم"
"2129;Tensor veli palatini;Tensor veli palatini;Tenseur du voile du palais;Tensor del velo palatino;Tensor do véu palatino;Muscolo tensore del velo palatino;ماهیچه کشنده کام نرم"
"2130;Musculus uvulae;Musculus uvulae;Muscle uvulaire;Músculo de la úvula;Músculo uvular;Muscolo dell'ugola (velo pendulo);ماهیچه زبان کوچک"
"2131;Palatoglossus muscle;Musculus palatoglossus;Muscle palatoglosse;Músculo palatogloso;Músculo palatoglosso;Muscolo palatoglosso;ماهیچه کامی زبانی"
"2132;Palatopharyngeus muscle;Musculus palatopharyngeus;Muscle palatopharyngien;Músculo palatofaríngeo;Músculo palatofaríngeo;Muscolo palatofaringeo;ماهیچه کامی-گلویی"
"2133;Anterior fascicle of palatopharyngeus muscle;Fasciculus anterior musculi palatopharyngei;Fascicule antérieur du muscle palatopharyngien;Fascículo anterior del músculo palatofaríngeo;Fascículo anterior do músculo palatofaríngeo;Fascicolo anteriore del muscolo palatofaringeo;رشته پیشی ماهیچه کامی گلویی"
"2134;Posterior fascicle of palatopharyngeus muscle;Fasciculus posterior musculi palatopharyngei;Fascicule postérieur du muscle palatopharyngien;Fascículo posterior del músculo palatofaríngeo;Fascículo posterior do músculo palatofaríngeo;Fascicolo posteriore del muscolo palatofaringeo;رشته پسی ماهیچه کامی- گلویی"
"2135;Fasciae of head;Fasciae capitis;Fascias de la tête;Fascia de la cabeza;Fáscias de cabeça;Fasce della testa;پوشش های سر"
"2136;Masseteric fascia;Fascia masseterica;Fascia massétérin;Fascia masetérica;Fáscia massetérica;Fascia masseterica;پوشش جونده"
"2137;Parotid fascia;Fascia parotidea;Fascia parotidien;Fascia parotídea;Fáscia parotídea;Fascia parotidea;پوشش بناگوشی"
"2138;Temporal fascia;Fascia temporalis;Fascia temporal;Fascia temporal;Fáscia temporal;Fascia temporale;پوشش گیجگاهی"
"2139;Superficial layer of temporal fascia;Lamina superficialis fasciae temporalis;Couche superficielle du fascia temporal;Lámina superficial de la fascia temporal;Camada superficial da fáscia temporal;fascia temporale superficiale;لایه پوسته ای پوشش گیجگاهی"
"2140;Deep layer of temporal fascia;Lamina profunda fasciae temporalis;Couche profonde du fascia temporal;Lámina profunda de la fascia temporal;Camada profunda da fáscia temporal;Fascia temporale profonda;لایه ژرفی پوشش گیجگاهی"
"2141;Buccal fat pad;Corpus adiposum buccae;Corps adipeux de la joue;Cuerpo adiposo bucal;Corpo adiposo bucal;Cuscinetto adiposo della bocca;بالشتک چربی گونه ای"
"2142;Juxta-oral organ;Organum juxtaorale;Organe juxta-oral;Órgano yuxtaoral;Órgão justa-oral;Organo iuxta-orale;ارگان نزدیک دهان"
"2143;Bursae of head;Bursae capitis;Bourses de la tête;Bolsas de la cabeza;Bursa de cabeça;Borse sinoviali della testa;کیسه های سر"
"2144;Bursa of tensor veli palatini;Bursa tensoris veli palatini;Bourse du tenseur du voile du palais;Bolsa del tensor del velo palatino;Bursa tensora do vél palatino;Borsa del musculo tensoris del velo palatino;کیسه ماهیچه کشنده کام نرم"
"2145;Cervical part of muscular system;Pars cervicalis systematis muscularis;Partie cervicale du système musculaire;Porción cervical del sistema muscular;Parte cervical do sistema muscular;Parte cervicale del sistema muscolare;بخش گردنی دستگاه ماهیچه ای"
"2146;Muscles of neck;Musculi colli;Muscles du cou;Músculos del cuello;Músculos do pescoço;Muscoli del collo;ماهیچه های گردن"
"2147;Platysma;Platysma;Platysma;Platisma;Platisma;Platisma;ماهیچه پهن گردن"
"2148;Longus colli muscle;Musculus longus colli;Muscle long du cou;Músculo largo del cuello;Músculo longo do pescoço;Muscolo lungo del collo;ماهیچه بلند گردنی"
"2149;Longus capitis muscle;Musculus longus capitis;Muscle long de la tête;Músculo largo de la cabeza;Músculo longo da cabeça;Muscolo lungo della testa;ماهیچه بلند سر"
"2150;Rectus anterior capitis muscle;Musculus rectus anterior capitis;Muscle droit antérieur de la tête;Músculo recto anterior de la cabeza;Músculo reto anterior da cabeça;Muscolo retto anteriore della testa;ماهیچه راست پیشی سر"
"2151;Rectus lateralis capitis muscle;Musculus rectus lateralis capitis;Muscle droit latéral de la tête;Músculo recto lateral de la cabeza;Músculo reto lateral da cabeça;Muscolo retto laterale della testa;ماهیچه راست بیرونی سر"
"2152;Scalenus anterior muscle;Musculus scalenus anterior;Muscle scalène antérieur;Músculo escaleno anterior;Músculo escaleno anterior;Muscolo scaleno anteriore;ماهیچه نابرابر پیشی"
"2153;Scalenus medius muscle;Musculus scalenus medius;Muscle scalène moyen;Músculo escaleno medio;Músculo escaleno médio;Muscolo scaleno medio;ماهیچه نابرابرمیانی"
"2154;Scalenus posterior muscle;Musculus scalenus posterior;Muscle scalène postérieur;Músculo escaleno posterior;Músculo escaleno posterior;Muscolo scaleno posteriore;ماهیچه نابرابر پسی"
"2155;(Scalenus minimus muscle);(Musculus scalenus minimus);(Muscle petit scalène);(Músculo escaleno mínimo);(Músculo escaleno mínimo);Muscolo scaleno minimo;ماهیچه نابرابر کوچک"
"2156;Sternocleidomastoid muscle;Musculus sternocleidomastoideus;Muscle sternocléïdomastoïdien;Músculo esternocleidomastoideo;Músculo esternocleidomastóideo;Muscolo sternocleidomastoideo;ماهیچه جناقی-چنبری-پستانی"
"2157;Sternal head of sternocleidomastoid muscle;Caput sternale musculi sternocleidomastoidei;Chef sternal du muscle sternocléïdomastoïdien;Cabeza esternal del músculo esternocleidomastoideo;Cabeça esternal do músculo esternocleidomastóideo;Capo sternale del muscolo sternocleidomastoideo;سر جناقی ماهیچه جناقی-چنبری-پستانی"
"2158;Clavicular head of sternocleidomastoid muscle;Caput claviculare musculi sternocleidomastoidei;Chef claviculaire du muscle sternocléïdomastoïdien;Cabeza clavicular del músculo esternocleidomastoideo;Cabeça clavicular do músculo esternocleidomastóideo;Capo clavicolare del muscolo sternocleidomastoideo;سر چنبری ماهیچه جناقی-چنبری-پستانی"
"2159;Suprahyoid muscles;Musculi suprahyoidei;Muscles suprahyoïdiens;Músculos suprahioideos;Músculos supra-hióideos;Muscoli sovraioidei;ماهیچه های بالای لامی"
"2160;Digastric muscle;Musculus digastricus;Muscle digastrique;Músculo digástrico;Músculo digástrico;Muscolo digastrico;ماهیچه دو شکمی"
"2161;Anterior belly of digastric muscle;Venter anterior musculi digastrici;Ventre antérieur du muscle digastrique;Vientre anterior del músculo digástrico;Ventre anterior do músculo digástrico;Ventre anteriore del muscolo digastrico;شکمه پیشی ماهیچه دو شکمی"
"2162;Intermediate tendon of digastric muscle;Tendo intermedius musculi digastrici;Tendon intermédiaire du muscle digastrique;Tendón intermedio del músculo digástrico;Tendão intermediário do músculo digástrico;Tendine intermedio del muscolo digastrico;بندیزه بینابینی ماهیچه دو شکمی"
"2163;Posterior belly of digastric muscle;Venter posterior musculi digastrici;Ventre postérieur du muscle digastrique;Vientre posterior del músculo digástrico;Ventre posterior do músculo digástrico;Ventre posteriore del muscolo digastrico;شکمه پسی ماهیچه دو شکمی"
"2164;Stylohyoid muscle;Musculus stylohyoideus;Muscle stylohyoïdien;Músculo estilohioideo;Músculo estilohióideo;Muscolo stiloioideo;مایهچه نیزه ای- لامی"
"2165;Mylohyoid muscle;Musculus mylohyoideus;Muscle mylohyoïdien;Músculo milohioideo;Músculo milohióideo;Muscolo miloioideo;ماهیچه آسیابی- لامی"
"2166;Geniohyoid muscle;Musculus geniohyoideus;Muscle géniohyoïdien;Músculo geniohioideo;Músculo geniohióideo;Muscolo genioioideo;ماهیچه چانه ای- لامی"
"2167;Infrahyoid muscles;Musculi infrahyoidei;Muscles infrahyoïdiens;Músculos infrahioideos;Músculos infrahióideos;Muscoli sottoioidei;ماهیچه های زیر استخوان لامی"
"2168;Sternohyoid muscle;Musculus sternohyoideus;Muscle sternohyoïdien;Músculo esternohioideo;Músculo esternohióideo;Muscolo sternoioideo;ماهیچه جناغی- لامی"
"2169;Omohyoid muscle;Musculus omohyoideus;Muscle omohyoïdien;Músculo omohioideo;Músculo omohióideo;Muscolo omoioideo;ماهیچه شانه ای- لامی"
"2170;Superior belly of omohyoid;Venter superior musculi omohyoidei;Ventre supérieur du muscle omohyoïdien;Vientre superior del músculo omohioideo;Ventre superior do musculo omohióideo;Ventre superiore dell muscolo omoioideo;شکمه بالایی ماهیچه شانه ای-لامی"
"2171;Intermediate tendon of omohyoid;Tendo intermedius musculi omohyoidei;Tendon intermédiaire du muscle omohyoïdien;Tendón intermedio del músculo omohioideo;Tendão intermediário do omohióideo;Tendine intermedio del muscolo omoioideo;بندیزه بینابینی ماهیچه شانه ای- لامی"
"2172;Inferior belly of omohyoid muscle;Venter inferior musculi omohyoidei;Ventre inférieur du muscle omohyoïdien;Vientre inferior del músculo omohioideo;Ventre inferior do músculo omohióideo;Ventre inferiore del muscolo omoioideo;شکمه زیرین ماهیچه شانه ای- لامی"
"2173;Sternothyroid muscle;Musculus sternothyreoideus;Muscle sternothyroïdien;Músculo esternotiroideo;Músculo esternotireóideo;Muscolo sternotiroideo;ماهیچه جناغی- سپری"
"2174;Thyrohyoid muscle;Musculus thyreohyoideus;Muscle thyrohyoïdien;Músculo tirohioideo;Músculo tirohióideo;Muscolo tireoioideo;ماهیچه سپری لامی"
"2175;(Levator glandulae thyroideae);(Levator glandulae thyreoideae);(Elévateur de la glande thyroïde);(Elevador de la glandula tiroidea);(Levantador da glândula tireóide);Muscolo elevatore della tiiroide;مایچه بالابرنده دژپیه سپری"
"2176;Pharyngeal muscles;Musculi pharyngis;Muscles pharyngiens;Músculos faríngeos;Músculos faríngeos;Muscoli faringei;مایچه های گلو"
"2177;Pharyngeal raphe;Raphe pharyngis;Raphé pharyngien;Rafe faríngeo;Rafe faríngea;Rafe faringeo;درز ماهیچه های گلو"
"2178;Pterygomandibular raphe;Raphe pterygomandibularis;Raphé ptérygomandibulaire;Rafe pterigomandibular;Rafe pterigomandibular;Rafe pterigomandibolare;درز ماهیچه ناخنی- آروراه زیرینی"
"2179;Superior pharyngeal constrictor;Constrictor superior pharyngis;Constricteur supérieur du pharynx;Constrictor superior de la faringe;Constritor superior da faringe;Muscolo costrittore superiore della faringe ;ماهیچه تنگ کننده بالایی گلو"
"2180;Pterygopharyngeal part of superior pharyngeal constrictor;Pars pterygopharyngea constrictoris superioris pharyngis;Partie ptérygopharyngienne du constricteur sup. du pharynx;Porción pterigofaríngea del constrictor sup. de la faringe;Parte pterigofaríngea do constritor superior da faringe;Parte pterigofaringea del m. sup. costrittore della faringe;بخش ناخنی- ماهیچه تنگ کننده بالایی گلو"
"2181;Buccopharyngeal part of superior pharyngeal constrictor;Pars buccopharyngea constrictoris superioris pharyngis;Partie buccopharyngienne du constricteur sup. du pharynx;Porción bucofaríngea del constrictor superiorde la faringe;Parte bucofaríngea do constritor superior da faringe;Parte orofaringea del m. costrittore sup. della faringe;بخش گونه ای- ماهیچه تنگ کننده بالایی گلو"
"2182;Mylopharyngeal part of superior pharyngeal constrictor;Pars mylopharyngea constrictoris superioris pharyngis;Partie mylopharyngienne du constricteur sup. du pharynx;Porción milofaríngea del constrictor superior de la faringe;Parte miofaríngea do constritor superior da faringe;Parte milofaringea del m. costrittore superiore della faringe;بخش آسیابی- ماهیچه تنگ کننده بالایی گلو"
"2183;Glossopharyngeal part of superior pharyngeal constrictor;Pars glossopharyngea constrictoris superioris pharyngis;Partie glossopharyngienne du constricteur sup. du pharynx;Porción glosofaríngea del constrictorsuperior de la faringe;Parte glossofaríngea do constritor superior da faringe;Parte glossofaringea del costrittore faringeo superiore;بخش زبانی -ماهیچه تنگ کننده بالایی گلو"
"2184;Middle pharyngeal constrictor;Constrictor medius pharyngis;Constricteur moyen du pharynx;Constrictor medio de la faringe;Constritor médio da faringe;Muscolo costrittore medio della faringe;تنگ کننده میانی گلو"
"2185;Chondropharyngeal part of middle pharyngeal constrictor;Pars chondropharyngea constrictoris medii pharyngis;Partie chondropahryngienne du constricteur moyen du pharynx;Porción condrofaríngea del constrictor medio de la faringe;Parte condrofaríngea do constritor médio da faringe;Parte condrofaringea del m. costrittore medio della faringe;بخش کرتویی -تنگ کننده میانی گلو"
